no,county,name,"name-for-sheet2site
sheet2site 連動","description
sheet2site 連動",座落區位,用地屬性,"link
sheet2site 連動","代表照片
sheet2site 連動",lat,lon,97x,97y,諮詢對象-民間/公部門,對策,行動類型,"Filter by this
sheet2site 連動",長版描述,"Detailed Description
sheet2site 連動","Button Text
sheet2site 連動",鄉鎮區,所有權單位,管理單位,國土利用調查代號,相關規範,縣市樹種推薦,LandScript-JPG,UnlimitedCitiesDIY-JPG,參考綠化案例,苗圃,植物園與環教場所,個案頁面連結,,推薦諮詢單位,單點多基地,Shape_Area,可種面積,再種植之面積,評估可再種植之面積
36,新竹縣,公五公園,新竹縣-公五公園,期待提出與樹木共融的設施,,公園綠地,https://www.facebook.com/media/set/?set=oa.3023319471120169&type=3,https://lh3.googleusercontent.com/rjkqDOqj496gl9zSScc-nN8Tp-Faiy_Aua57QJEwY7kQVIPO0X1bPetQD6MGPaXV_H1UX_lJDV1MVH9yhGFqS5BViMjBbh4bggTVPeeu89mb5EBtJcNqrWwZeNlA1qN0zMGbIuSWuiOAWZGPlSuZIEjzlj4zUlAhDcLUkoD6OF4saQYH4Po9z9L1nhiZKH6kHkm4tnzAgjtaDQ6cujAjI45sXnxumTOgRG1ydKXhlC7lo-khqRYSkhMmk9vGD8NmulnB-EfGkucTr7JzyQ1g0TM98swhTiaRNe8q-5YlJXUGNmV0RiaTOiz9xnc1PP4BMzVWG-8zme8WUjY7qeK3uoU6ltg8PVfbURDccdAsNWl7k_8-kmtcWYqkH54YORbMd_GHcmvid3CpGl2_yGHehEBY5LMlHWfjG4m4hu7RDkASbbxOfzT4XyMXj2WPV__DLbERsEWnxIyf2XiP63gebCpm_XxXBJuSmacqJ3LUiSzOadf_5a8FWj2ZYJ78S2etnER2semosCKEulPWj2e9MW3sx8bC85e0dtmYgtM5jCxTcTrI2FZl7CKbz-lnm64j-hSCl_gZeX93rJWnF7GhzeR0lzUmHRgohnJHOJVonYaD5uF6gesyE4D1aO_mslQhg_723qChUe_2ZaE78fFRVEntnPpFCGGgF7YQc233r_oC8j5rEUSc80sK7ioDh2Q=w1179-h843-no?authuser=0,24.8946591,121.0462882,,,,,【願景蒐集型】,"新竹縣,,公園綠地,,【願景蒐集型】",,期待提出與樹木共融的設施 ⦿ 管理單位：新竹縣湖口鄉公所,相簿 與 討論區,新竹縣湖口鄉,新竹縣,新竹縣湖口鄉公所,70101,湖口都市計畫-公園用地,,,,"(臺北市華山共融式兒童遊戲場結合樹木配置,https://youtu.be/k2nzbrt9uNA),(國泰慈善基金會推動「社區故事樹」計畫,https://tw.news.yahoo.com/%E5%9C%8B%E6%B3%B0%E9%82%80%E5%A4%A7%E5%AE%B6%E4%BE%86%E7%A8%AE%E7%A4%BE%E5%8D%80%E6%95%85%E4%BA%8B%E6%A8%B9-213000870.html),(福爾摩沙百源植物教育園區,https://news.ltn.com.tw/news/life/breakingnews/2601333)","(新豐生態苗圃,https://freshair.epa.gov.tw/tc_infor_list.asp),(新竹縣 -苗木申請業務窗口,https://e-services.hsinchu.gov.tw/GeneralItems/Details.aspx?DepName=22GlSR3v%2bwNTfUSoFX7tsQ%3d%3d&WorkType=4&page=1),(新竹林區林管處-苗木申請業務窗口,https://hsinchu.forest.gov.tw/seedlings)","(新竹自然谷環境教育基地,https://www.peopo.org/news/107685)",http://tree.setnil.com/place/36/,,,,"187,171.84",0.5,0.35,"32,755.07"
37,新竹縣,頭前溪河濱綠地 (新竹縣),新竹縣-頭前溪河濱綠地 (新竹縣),河濱腹地營造棲地環境-頭前溪,河濱地區,,https://www.facebook.com/media/set/?set=oa.3023321097786673&type=3,https://lh3.googleusercontent.com/cknJHf4xD7TrFOaONJnWBl0cguGsKQNyWxFgeFMxMeSj9JUs2xOpE0r96-zUjwtrQZWfs14JsFGRlP3DeEb1ufJ2MMTDZGOiknzFdM4X5VYY7Bpw_Ie-QGIQPwYmfGCSeS6J6THbK1fncNuvpZGZvaG00yLha94CKiULFRRKDKwSsNEAt_2Klrm_49BCWrNpw9j5BJkQi03D60jC5PYvp3_jjau-xdrgw4nzmcjwB-F_MR0W_M0oTLyqStEpMhtgoJGgxAoEnU6q--Wk9g-o2gskyu-jgj_HK4C932E6mfGacmF41m1K2eXu7bzs4ZNfrFK_ynMmHw6RMN5e1G4CLdqvLhBAm6zScAxynTZgwNopBsis5XMpR03FLkrKiPHTlCjHgwnHL4cUNLRflIwLyXpydtNkCPlt8-0cdeZlKpUPWrLJIWKGMZq586L5IhUJ8gPVNcc4ZmyduopFFme28bnlKtd0imJXfGu5_8QIvx6RBBbcbZOWRun8yBvxZz_7ld38tqwOl54rJrYgHiGX7vov2Wm6xUiWZ695_32smIAYOIW0g1a6U-md1qM8-dYWmIqlEUDirgwdLjDXXKdbBB7GEgWjc3EV1bYxc1lTUGqMcAmB1ULv-WPkfptzMKrHduriHafTidC5mogwjR4f3L4w3q3pHaA41VLfhapiYElzO9I2wEEtoZWwnM84Nmg=w1179-h843-no?authuser=0,24.8207245,121.004644,,,,,【環境復育型】,"新竹縣,河濱地區,,,【環境復育型】",,河濱腹地營造棲地環境-頭前溪 ⦿ 管理單位：(需協調公部門使用最新資料查找),相簿 與 討論區,新竹縣竹北市,(需協調公部門使用最新資料查找),(需協調公部門使用最新資料查找),70201,(需協調公部門使用最新資料查找),,,,"(福爾摩沙百源植物教育園區,https://news.ltn.com.tw/news/life/breakingnews/2601333)","(新豐生態苗圃,https://freshair.epa.gov.tw/tc_infor_list.asp),(新竹縣 -苗木申請業務窗口,https://e-services.hsinchu.gov.tw/GeneralItems/Details.aspx?DepName=22GlSR3v%2bwNTfUSoFX7tsQ%3d%3d&WorkType=4&page=1),(新竹林區林管處-苗木申請業務窗口,https://hsinchu.forest.gov.tw/seedlings)","(新竹自然谷環境教育基地,https://www.peopo.org/news/107685)",http://tree.setnil.com/place/37/,,,,"80,052.33",0.5,0.35,"14,009.16"
38,新竹市,頭前溪河濱綠地 (新竹市),新竹市-頭前溪河濱綠地 (新竹市),河濱腹地營造棲地環境-頭前溪,河濱地區,,https://www.facebook.com/media/set/?set=oa.3023321811119935&type=3,https://lh3.googleusercontent.com/genUFJBK8apbFmOtADAkN97thntjYQHL1qsStJfPXBn09Py1cuuAjDKf8szl6J-_GrDkPB6DbSyUZdrb-urSywhh_THWEGe-V97t3I2x1DqzEhWqjJQv1XSMo1aXjl3uzD_4U-M6xTlON9mYlycbjyx_wprY99cJxa7tDA0NEjJMqepHzc5Bk6zrDS95HAZ4g8-0071O0oh4po3Q08QOvr6V4xLTU0qaq3oYXz9i2OjNIIINQwDRbRnZJt6Ot8JDiwLVnxd8h6HapZ9eKeI1TWLyTK99QNTsOiDEQxbLhM4AZqTr7N7DUKq_i0qoQ-oW40vQZGWyLVOCh24gZYhJ5fLEFSpklpVvs72ntNVEPJkT5rOStdD1XK_JvDwn9q7vbEOVii0SB56KgQR1sv0y_Sg8TMCJF8Cd1fyDC9p9M17ePlLYGc7QdozTvTEq_16Tcx-PWaj4NeOkORCC6nef6Qiizz9BzqFDIsuw0gnKgimEqLtumGHlsm1nJca6bXBQAD613C8UJ5Kv0gXHPovGUO-dPdgV-sT1hiZt0M_C15yvUSyXrPFGq8O6DWuIsyyTP7yLSl9_FA3tluaj9WiRr1cXaowacaVFHWdcRoaIjfxTCewqY8DGetT91E_8bOxq2OigowecZ6SZjDvQTT-wVFpABvxlMmB00ldPG4R6fagbPWa7tPg1oXM9BBCpslg=w1179-h843-no?authuser=0,24.817511,121.0039573,,,,,【環境復育型】,"新竹市,河濱地區,,,【環境復育型】",,河濱腹地營造棲地環境-頭前溪 ⦿ 管理單位：新竹市政府,相簿 與 討論區,新竹市東區,中華民國,新竹市政府,70201,(需協調公部門使用最新資料查找),,,,"(福爾摩沙百源植物教育園區,https://news.ltn.com.tw/news/life/breakingnews/2601333)","(新竹市-苗木申請業務窗口,https://e-services.hccg.gov.tw/jsp/assortBusines.action;jsessionid=AE5FE74400CA3CA5E57111CB9483C1D4?ttype=2&type=0&ctype=N&isOnline=Y&pkid=3WK4EmkP9LU0Oi%2bA&func=au04&unit1_s=376582700A&unit2_s=&code_s=&name_s=),(新竹林區林管處-苗木申請業務窗口,https://hsinchu.forest.gov.tw/seedlings)",,http://tree.setnil.com/place/38/,,,,"321,340.98",0.5,0.35,"56,234.67"
39,新竹市,馬偕綠園道,新竹市-馬偕綠園道,期待提出與樹木共融的設施,,公園綠地,https://www.facebook.com/media/set/?set=oa.3023322391119877&type=3,https://lh3.googleusercontent.com/l7Dlydh_9tqI54jPcpHfy_Gr72EHOftMIx1UIGi9OFqLDY6NO3F7jqVI-W52fZzideGUj0Dk7QB_oO7w6X9iYXB-P3oIP2egaOn5LXlvOM9dy-22ofGeYgXdV_aXulKwCQ3BhjNugG_j6ZxeBlLRAoszF1JSdupht8PzrZqU8OjAsFaWGIvUIigSR0pEwa4hwnNUcFmZ0DYqEZbV9tYm1SbnyGoMSujjgeKquTVzy6L9Mjo5EOE2ZVk5F7By6jcIHp0GpGDXewOZUuhjj29ycFa2-c6CbOwrRGF9ByJP04nov6x7uXj_j31R0SSjMEZOP2_vjB8stRtgivNZU4llkpKP--YCQBmuGR-P1gQEP34J1YOuUNwtVU9uS_3gmV6GW3nRqVTfLdZcdVtMvcZREMADB3XOdjkzG7oLr_HFXYMjrWAxeONKXPZMylcqBYHzt6yWd-zwvbcDLt9YnL542UCMLJ4Tq3e54ZxsvH3jbGKMKbiMiFUljKxXU16zD93TOpu0yHF85hq3vV3Hi4QOPbPGOY3tjKnX_mPEcm-fMaR22P_9PtSyTiqrz662P7FfN-FLXI7KAVyIRiVAkAOwmm3KuoIwZ-dekSLyQh90TeQ9uJXRjgYIcgLhPJpkxLt1bhHbPmXUBftlnhY5C4MTQCJX-Zsz2ZYyco45CadRRI-aNqxTOzXiN80eqGxttRg=w1179-h843-no?authuser=0,24.8005175,120.9917092,,,,,【願景蒐集型】,"新竹市,,公園綠地,,【願景蒐集型】",,期待提出與樹木共融的設施 ⦿ 管理單位：(需協調公部門使用最新資料查找),相簿 與 討論區,新竹市東區,(需協調公部門使用最新資料查找),(需協調公部門使用最新資料查找),70201,(需協調公部門使用最新資料查找),槲櫟,,,"(臺北市華山共融式兒童遊戲場結合樹木配置,https://youtu.be/k2nzbrt9uNA),(國泰慈善基金會推動「社區故事樹」計畫,https://tw.news.yahoo.com/%E5%9C%8B%E6%B3%B0%E9%82%80%E5%A4%A7%E5%AE%B6%E4%BE%86%E7%A8%AE%E7%A4%BE%E5%8D%80%E6%95%85%E4%BA%8B%E6%A8%B9-213000870.html)","(新竹市-苗木申請業務窗口,https://e-services.hccg.gov.tw/jsp/assortBusines.action;jsessionid=AE5FE74400CA3CA5E57111CB9483C1D4?ttype=2&type=0&ctype=N&isOnline=Y&pkid=3WK4EmkP9LU0Oi%2bA&func=au04&unit1_s=376582700A&unit2_s=&code_s=&name_s=),(新竹林區林管處-苗木申請業務窗口,https://hsinchu.forest.gov.tw/seedlings)",,http://tree.setnil.com/place/39/,,,,"6,847.07",0.5,0.35,"1,198.24"
40,新竹市,海天一線,新竹市-海天一線,海岸區位植群營造,海岸-臺灣海峽,,https://www.facebook.com/media/set/?set=oa.3023323077786475&type=3,https://lh3.googleusercontent.com/eYrbKMoqUVr37V5WueeV5bAHMUSIa1215BYcb5wcHQUMR-MM_zDVxGL4kiVWmyNKJFQJiEbgFKJyfJbNI-BhM9DtV7sg6fdljJYRsH4inQJNOjJzGUgFdu_K61Ei780ellqzQllu3p2mVLxxiQ-ydmKTn_UTuiJmQOAiUunoJ6TvTqVgXnYW9BHo4A6-VxoPcn2LzyDsaCcyB1FxcdfzjxC5WW0IDUqi6TzrrY-n2n47upyFNtC4huhw_zaDs_TrgiYlXUyNHNIauOkaLGPGOv7PPzO7Q2AsvAeufVCLFaKhK_SIaDbtthfTkdgwiMoTwqU0E8pRaEC5mTUIxzYEnJQNuS-t5XbhySvCM215g7kymcS7ioEawjaotkZqMPJxeQp8VK2tPmPLdJuA_1LU2EShdJQHgve7nwnPbiTt-eRRsyazZyWJT13TVqzirtRkJhQbr-S_N6f_OSRKdXdl3_UI9Fby7IS7c3Y6-YLOE0PcsQ3TsIdHiOVeR19fVZB-lemxI9bq-QODeGw1nffMz-gxK98JeEHXKiny4rIcW4ZT4dzVj7cQVHW02766AdcIhgqJ4JBu-ArBeP1XX0v2N503GMFJz-5RHGtw5ZZbfLVHk30bQ4ZMKWh6lsPLNQ9BXTrCMp2GU-E95szbwIhoEk0EzIj24210WCBArKP_4bDw2BzPOlvKJJGxi0UN8C4=w1179-h843-no?authuser=0,24.832624,120.9150237,,,,,【環境復育型】,"新竹市,海岸-臺灣海峽,,,【環境復育型】",,海岸區位植群營造 ⦿ 管理單位：新竹市環境保護局,相簿 與 討論區,新竹市北區,中華民國,新竹市環境保護局,70201,(需協調公部門使用最新資料查找),,,,"(2020.02.23 新北市林口海岸種樹活動,https://itree.com.tw/2020/01/09/2020-02-23-%e6%96%b0%e5%8c%97%e5%b8%82%e6%9e%97%e5%8f%a3%e7%a8%ae%e6%a8%b9%e6%b4%bb%e5%8b%95/)","(新竹市-苗木申請業務窗口,https://e-services.hccg.gov.tw/jsp/assortBusines.action;jsessionid=AE5FE74400CA3CA5E57111CB9483C1D4?ttype=2&type=0&ctype=N&isOnline=Y&pkid=3WK4EmkP9LU0Oi%2bA&func=au04&unit1_s=376582700A&unit2_s=&code_s=&name_s=),(新竹林區林管處-苗木申請業務窗口,https://hsinchu.forest.gov.tw/seedlings)",,http://tree.setnil.com/place/40/,,,,"20,559.51",0.1,0.35,719.58
41,新竹縣,上坪溪河濱綠地,新竹縣-上坪溪河濱綠地,河濱腹地營造棲地環境-善用水體提升公園生態-上坪溪,河濱地區,,https://www.facebook.com/media/set/?set=oa.3023324194453030&type=3,https://lh3.googleusercontent.com/_WtiQsP--HrfApwQHCar_Hv3E4s2-6FpkA1jvJvh7X5J_qNpmuCcWrj3CZRhHIyt9CCr-He5VMIdflTxr2TasJhxE6nUprpUlJ_AXPNp5kApqczjPTNv0MWUM4EXEadz-VhV380dCywPXNyhtJC5ZgOMmOhO2sHEJEwey7keSUY-G-n69BQInwnDVsurZPp6VP1_-EZ-FOe2gwUuqgCffDPC10bAUqvmDnmW8xO_WuOljFGiJvIuYeos_6rDfXOKVzrA2JWeUHyqQCy7q9NPcZWAnzc9K9Q38Svd9sa41AWPb6Yej2ZE_gMR9x_A9cuoyjUQl4KGThfGHVVRmAhGeUiid4ggEVp119JZQ6306m8UmftoVj5z-uR-r5dmMOmXoz1a1bh4KPH8jP8qxByOybGrsQeYdt2EX2EWe_4dN-9zCjzffQDveXz3MRbqQyM-BdJVcphhJhOWNEZHWFypTHjGDnbNNXzsMKNv87QPAchdiK4_D4PkKD4ksTLwd3irmf0_SJGZryHLWpWugT50TuWGweSEjinQ93RbLRW6kLng2CTKuNJDVAPPLNryQ32EranAAMt4rqrNdhWVEp0yLNqwu4HNdCFaLwW3GwAU_Mmg64huuUB-REuRXMFaEOfJuQVLh-7zT28sZqLoM4Nw4siib-mC-8m3dQ16LUwaW180AOaccYRg0seeyXdca2Y=w1179-h843-no?authuser=0,24.7172244,121.1010501,,,,,【環境復育型】,"新竹縣,河濱地區,,,【環境復育型】",,河濱腹地營造棲地環境-善用水體提升公園生態-上坪溪 ⦿ 管理單位：(需協調公部門使用最新資料查找),相簿 與 討論區,新竹縣竹東鎮,(需協調公部門使用最新資料查找),(需協調公部門使用最新資料查找),10103,(需協調公部門使用最新資料查找),,,,,"(新豐生態苗圃,https://freshair.epa.gov.tw/tc_infor_list.asp),(新竹縣 -苗木申請業務窗口,https://e-services.hsinchu.gov.tw/GeneralItems/Details.aspx?DepName=22GlSR3v%2bwNTfUSoFX7tsQ%3d%3d&WorkType=4&page=1),(新竹林區林管處-苗木申請業務窗口,https://hsinchu.forest.gov.tw/seedlings)","(新竹自然谷環境教育基地,https://www.peopo.org/news/107685)",http://tree.setnil.com/place/41/,,,,"1,478.32",0.1,0.35,51.74
42,新竹縣,小東坑山坡地保育區,新竹縣-小東坑山坡地保育區,山區生態修復,山坡地區,,https://www.facebook.com/media/set/?set=oa.3023324911119625&type=3,https://lh3.googleusercontent.com/Xg4IWGYpFleCB1_iUMNEJkNXOZKTIMGIi2bhxN0d9CZGQny7m2x4aYnCtLCSM3d0DJC84mYj2YhYGpctj4NtkjXD01-_4qntdgl6Ul3naSUMK7cxyRZ0FBj3Q4dD0PfzYo9VMgR25uz9fO-WWhz14zov1qGxp7etD-5VCIDdBIvpeTGowro6s105i5dIAGJZPZJNGt5PxoMJFi8s761imsdrsldYYbDDGw4AM8oWV0h5YwfLVWEva3Y30pGSPJch4zGi1gbkEgy6MbEFgHI-bsaIgp76h_aIKfsOFchldwvZfEBlzBYn4uR7A9Jl_0V5mGV7DfymfY9ypVQ13GAtce7p5mxgyJkGnjqpSWWoYgbYcW7rbfVP-PljvwFt-acmSqGRiZGTlzlH9ZYvLd65fXCwUfbVWPUlUDlULAnMQuBUnAI3qKC0iMoL-AvdINLghDgsRzjlZK1FLiHaO71Vuw5CDvy6OSfN4xiIASd7X6Gs_uP3tDgVLx490aeC9zmsLtypStfExB_VrOGKHKvZkgbICfMbbmlrwkdxHZhn4jRxdbkLVV4cyLvW4IHRck27wK4YBuW2OX2Jkm_RH8vjHfuVwmBPYBuTY7UjmWAHQHxUPsECAQI_hCdWXPjP1JgrKIYYu_RwJRXO3zkj7xMJUvoKIR-dr8cBljVZP67_CvAnbpHXjLGs--ex2pvpg5w=w1179-h843-no?authuser=0,24.834593,121.1344205,,,,,【環境復育型】,"新竹縣,山坡地區,,,【環境復育型】",,山區生態修復 ⦿ 管理單位：(需協調公部門使用最新資料查找),相簿 與 討論區,新竹縣關西鎮,(需協調公部門使用最新資料查找),(需協調公部門使用最新資料查找),70202,(需協調公部門使用最新資料查找),,,,,"(新豐生態苗圃,https://freshair.epa.gov.tw/tc_infor_list.asp),(新竹縣 -苗木申請業務窗口,https://e-services.hsinchu.gov.tw/GeneralItems/Details.aspx?DepName=22GlSR3v%2bwNTfUSoFX7tsQ%3d%3d&WorkType=4&page=1),(新竹林區林管處-苗木申請業務窗口,https://hsinchu.forest.gov.tw/seedlings)","(新竹自然谷環境教育基地,https://www.peopo.org/news/107685)",http://tree.setnil.com/place/42/,,,,"445,064.90",0.6,0.35,"93,463.63"
43,苗栗縣,國衛院園區,苗栗縣-國衛院園區,期待提出與樹木共融的設施,,園區綠地,https://www.facebook.com/media/set/?set=oa.3023328587785924&type=3,https://lh3.googleusercontent.com/Ef3U5XONu1iEp67PWHh2q7onp8SmSl_imFnX5v89JhEVT7zDRXnE9uFzeni_Iw4bwBoF8guF-xdKkiiuSCI0Jhg1vdQtI8vl6gsY2jj79aPfjVUtZOTl1ZWHJWrQoIqRCa42kdzhJPlo_0I9Zvam2bveNIGOCYHmRGlyE2GtkyKddK-7RuiYJOddCQyTHDKarYl1qoT68GfjABNUkCRnBMQr1iHEq-5R1bw4gode0y-GJUKjf5FMGOKdFqREeeKH-fYooVbUl3sOUTgKTbjWwyV_AngnfSZCGwKgxl9jT_Rm_uO3F2PLbg6u881jaPt4CNpv3zpC0xAHkxefwnzWA4S84sP_NLr3eIjCxV6b6zgORA6nNL-SY5L-JMvHL1tBYxEEsSa0PwyGvoGQb7Ey4_o13EMki-UxzdcIdLUTPsOQrEIqgqdFjA52gwrfTAFnBpXkyykc46bLUZqjFEHD3WoV26w_-YlhEVVbxd5l2_Kb0SBaWWWqBKgp8lNwQhTv_ILf1NjjvySdlCCu6Rri8O4Q6k3UMvNozPCGsjTEgdFJpsPatD6Nay1rf7lR2mG8jSAXIVknQh769Y1QsyqtJJzi89K0s57lc_b9L4z0db_k2bachVvgAcs_sjMUYeey-HDh46EEGXjXBFE4lYCzQVuHFnsn2YGOLlIRnIo5SqHmV0wMPbyNDxZB49LS544=w1179-h843-no?authuser=0,24.705394,120.9130902,,,,,【願景蒐集型】,"苗栗縣,,園區綠地,,【願景蒐集型】",,期待提出與樹木共融的設施 ⦿ 管理單位：(需協調公部門使用最新資料查找),相簿 與 討論區,苗栗縣竹南鎮,(需協調公部門使用最新資料查找),(需協調公部門使用最新資料查找),50404,新竹科學園區竹南基地暨周邊地區特定區計畫-研究專用區,豆梨,,,"(福爾摩沙百源植物教育園區,https://news.ltn.com.tw/news/life/breakingnews/2601333),(永建國小種樹打造原生植物小森林,https://www.mdnkids.com/news/?Serial_NO=114465)","(外埔苗圃,https://freshair.epa.gov.tw/tc_infor_list.asp),(苗栗縣-苗木申請業務窗口,https://www.miaoli.gov.tw/default.aspx),(新竹林區林管處-苗木申請業務窗口,https://hsinchu.forest.gov.tw/seedlings),(東勢林區管理處-苗木申請業務窗口,https://dongshih.forest.gov.tw/seedlings)",,http://tree.setnil.com/place/43/,,,,"288,690.80",0.5,0.35,"50,520.89"
44,苗栗縣,龍鳳漁港海岸綠地,苗栗縣-龍鳳漁港海岸綠地,海岸區位植群營造,海岸-臺灣海峽,,https://www.facebook.com/media/set/?set=oa.3023329327785850&type=3,https://lh3.googleusercontent.com/rzZQ45t-NsKwJUIl-VSwtlC3MuJRB3AbRA7chEtX7ijosXF5prnwpLRuXcohS2szAfvYNe-qVP8n-HIa51EuFWYAlo_nInUoH9_PGAJvApkf6oZu2i46G62Vh7A_9h9ygwcXmJJ7CiuqgHKuBZu98ZwQx_6Q6OnkmIyzCy8iCGJScqUM4SUmumzBo_B1N0PxRnAjr7EMX1PAqTdqZ8ihfJBRPPGX8FU-s-zGd-ZuY6CRvDnYWLvp_7AkbhCX4uw8GYZGrCWEHQNSZaMYYqCVjHNWBYEosRvSXL4_4_zhsEB7-nKE57EgYChQDtDjhTZSX1-k43H3CkM-7dYqOB-mvWcgEWsYB9dD8rLsX93lbfkLlqMP3zHUXOFTzvA9X4yzfxRksCSZwtPwfJRfmti5W3_UljYu7t_6pxygo6pGtYBjPWqnvS5zLMwT5RXtRiN-yK5W58FyHpvXKlej_8g-2pHDRq4fCb0pWR9q-OonhWUClJWyBn_uPnPfAcbzHuPPyhrVUMBmmgtBbr59eWwEdDDO4CHA90ViHlwpLhBucJ_PJonCw9kWK2cSuhcnF_G4gqCIwxT7eTTrduUamw8eKU7qxX7u-gNF6O-6qVygpw6ghmVf7TwfBVSkDFaWu2Z8omSOJC65yVPkkPhmndlm0xKqietg_80RnUWgpZcUxvFFwfbQNYPG0AQvbwW2BNE=w1179-h843-no?authuser=0,24.6985267,120.8567212,,,,,【環境復育型】,"苗栗縣,海岸-臺灣海峽,,,【環境復育型】",,海岸區位植群營造 ⦿ 管理單位：(需協調公部門使用最新資料查找),相簿 與 討論區,苗栗縣竹南鎮,(需協調公部門使用最新資料查找),(需協調公部門使用最新資料查找),(需協調公部門使用最新資料查找),(需協調公部門使用最新資料查找),,,,"(財團法人慈心有機農業發展基金會認養苗栗縣後龍鎮大山腳段海岸新植造林費用,https://www.forest.gov.tw/0000056)","(外埔苗圃,https://freshair.epa.gov.tw/tc_infor_list.asp),(苗栗縣-苗木申請業務窗口,https://www.miaoli.gov.tw/default.aspx),(新竹林區林管處-苗木申請業務窗口,https://hsinchu.forest.gov.tw/seedlings),(東勢林區管理處-苗木申請業務窗口,https://dongshih.forest.gov.tw/seedlings)",,http://tree.setnil.com/place/44/,,,,"13,146.85",0.1,0.35,460.14
45,苗栗縣,竹南中港溪河濱,苗栗縣-竹南中港溪河濱,河濱腹地營造棲地環境-中港溪,河濱地區,,https://www.facebook.com/media/set/?set=oa.3023330167785766&type=3,https://lh3.googleusercontent.com/qO-DwlNV0US28M843h0ckNEuoPcWpCE88BXIvAMm4UudlcWiqBfzf41SrduQGwcOnJuh0hspMG1MlhNHVC867zbMI_ojy_r35azYrbWkyh1zR8o3PDojP-i2s63PhATk0psWrDlCky7vo-ij6UP0K1Yy2j5LeNlQXyfT7q-ISVRh9cQs4ehzFA35MwQ3ydvWdr53I0hwaXRnvw0b8Wazy9pgXOroAmKX52Hy1VJuA3Axa4-kE9APi8BpV9t8qUzFGuvrxJ1ZxwlgziDNe8wayLZuhp59dA4tTi1_cvPEDkSwZm8uFhtgKyG4cBp18yf_YgReo2dR_NSjVE0h7uNM1X-6844LTrpEL42gKdW-Hv726Zp2nwQWxgybkxRZUZq_yYaERS_-N4U3gjUlgWRMozOD6vaLNe-0Y0SzuLEabwCixy7CGyDbXASiXGN1vxnajEApMbd5yHL_xlevU0MIr36dLlSfskJwYsDPGTj3_j7YXklaEnTYZcGQROYPuc2e7QqeWHEzenSPLq-26rGb2ufQmvn4B62XeZuNKmy4YbEN01l_CaPkl337HfCJrZbduHg33IuE3in5E8BxWQO4-h6XnzpzOwk4a2Cx5T_DFNZFgSjwvyMSPqxS1Q9pP97RjICB3CQd1g4AVPNiRtZuCkD0HOWsqrMW5_2CCNVA1ITQ62zWxJVh8SedxQLOxsc=w1179-h843-no?authuser=0,24.6649707,120.8443607,,,,,【環境復育型】,"苗栗縣,河濱地區,,,【環境復育型】",,河濱腹地營造棲地環境-中港溪 ⦿ 管理單位：(需協調公部門使用最新資料查找),相簿 與 討論區,苗栗縣竹南鎮,(需協調公部門使用最新資料查找),(需協調公部門使用最新資料查找),(需協調公部門使用最新資料查找),(需協調公部門使用最新資料查找),,,,,"(外埔苗圃,https://freshair.epa.gov.tw/tc_infor_list.asp),(苗栗縣-苗木申請業務窗口,https://www.miaoli.gov.tw/default.aspx),(新竹林區林管處-苗木申請業務窗口,https://hsinchu.forest.gov.tw/seedlings),(東勢林區管理處-苗木申請業務窗口,https://dongshih.forest.gov.tw/seedlings)",,http://tree.setnil.com/place/45/,,,,"16,355.11",0.1,0.35,572.43
